"geoid","gq_pop"
"56003962600",184
"56003962700",3
"56003962800",75
"56023978100",32
"56023978200",2
"56023978400",48
"56029965100",345
"56029965200",358
"56029965500",121
"56033000100",576
"56033000200",8
"56033000300",5
"56033000400",59
"56033000600",227
"56039967701",44
