"geoid","MC","NS","SM","NF","GQ"
"12031000600",911,468,1419,0,150
"12031000800",545,61,1513,202,0
"12031014408",804,323,435,279,43
"12031014413",1345,292,594,113,0
"12031015922",371,484,1221,378,52
"12031015924",767,395,944,172,445
"12031015925",677,596,1239,393,0
"12031015926",1275,413,2414,926,461
