"geoid","Owned.<25K","Owned.26-50K","Owned.51-75K","Owned.76-100K","Owned.101-150K","Owned.>150K","Rented.<25K","Rented.26-50K","Rented.51-75K","Rented.76-100K","Rented.101-150K","Rented.>150K","GQ.GQ"
"12031000600",181,245,4,70,202,191,614,242,417,196,264,172,150
"12031000800",24,82,21,38,150,193,277,461,230,228,424,193,0
"12031014408",55,61,60,117,117,659,84,233,116,50,106,183,43
"12031014413",222,128,317,68,251,581,79,80,109,74,280,155,0
"12031015922",35,56,58,18,18,123,200,832,630,310,174,0,52
"12031015924",122,116,130,286,224,196,448,390,19,103,244,0,445
"12031015925",51,103,147,34,112,81,242,684,484,238,680,49,0
"12031015926",29,133,359,31,266,155,291,928,1000,802,649,385,461
