"geoid","Male.<18","Male.18-35","Male.36-50","Male.51-70","Male.>70","Female.<18","Female.18-35","Female.36-50","Female.51-70","Female.>70"
"12031000600",563,888,572,1024,130,549,717,621,711,299
"12031000800",153,510,334,427,306,58,537,297,518,178
"12031014408",384,427,588,461,199,386,447,468,600,382
"12031014413",590,596,265,859,478,365,489,645,774,707
"12031015922",367,970,577,301,61,258,1096,330,365,71
"12031015924",696,744,425,543,328,377,519,623,560,625
"12031015925",572,1525,368,418,77,443,1528,363,268,237
"12031015926",682,2275,774,525,292,454,2323,641,816,720
