"geoid","0.0","0.1","0.2+","1.0","1.1","1.2+","2.0","2.1","2.2+","3+.0","3+.1","3+.2+","GQ.GQ"
"12031000600",549,298,198,112,556,386,0,320,178,65,0,136,150
"12031000800",153,344,49,286,826,225,0,31,407,0,0,0,0
"12031014408",35,237,89,72,315,277,68,103,562,0,0,83,43
"12031014413",0,295,367,50,388,490,0,118,593,0,0,43,0
"12031015922",37,94,17,213,1106,238,0,35,589,0,27,98,52
"12031015924",48,338,181,15,534,276,65,280,456,0,0,85,445
"12031015925",67,251,38,106,1220,266,0,14,750,55,0,138,0
"12031015926",199,330,108,0,2523,317,60,302,1033,0,0,156,461
