"geoid","0","1","2","3+","GQ"
"12031000600",1045,1054,498,201,150
"12031000800",546,1337,438,0,0
"12031014408",361,664,733,83,43
"12031014413",662,928,711,43,0
"12031015922",148,1557,624,125,52
"12031015924",567,825,801,85,445
"12031015925",356,1592,764,193,0
"12031015926",637,2840,1395,156,461
