"geoid","age<15","<=25K","26-50K","51-75K",">75K"
"12031000600",1880,1367,1383,527,904
"12031000800",351,498,854,423,1236
"12031014408",786,820,624,389,1504
"12031014413",1447,1190,993,546,1453
"12031015922",982,760,1776,768,351
"12031015924",1614,1429,1283,763,522
"12031015925",1641,824,1847,1149,614
"12031015926",1687,1638,1898,1958,1960
