"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"250214161011",97,148,176,165,68,0,0,0,0,0,0,0,29
"250214161012",50,129,92,172,13,59,0,6,0,16,0,0,29
"250214161013",0,31,30,108,11,0,0,0,0,0,0,0,30
"250214161014",142,103,18,91,51,22,105,42,0,0,0,0,29
"250214161021",102,261,55,80,122,8,162,38,0,0,0,0,714
"250214161022",24,61,45,115,7,0,25,10,0,0,0,0,713
"250214162001",67,77,93,0,25,0,0,184,97,0,0,0,3
"250214162002",11,18,41,28,31,0,16,0,49,15,0,0,3
"250214162003",0,67,77,30,7,0,0,16,0,0,0,0,3
"250214162004",19,185,69,39,0,0,18,0,0,16,0,0,4
"250214162005",32,44,14,35,27,35,0,0,0,0,0,0,3
"250214162006",17,92,129,101,6,0,0,0,0,18,0,0,4
"250214162007",40,102,42,110,8,0,2,0,54,0,0,35,4
"250214163001",71,118,81,63,72,13,53,49,0,0,0,0,2
"250214163002",11,33,88,79,17,0,0,32,10,9,70,0,2
"250214163003",0,66,68,55,18,0,12,0,25,0,11,0,2
"250214163004",23,61,28,121,36,0,0,0,14,0,0,0,2
"250214163005",8,76,50,90,0,15,39,12,0,0,0,0,2
"250214164001",36,24,44,111,17,0,22,0,0,0,0,0,6
"250214164002",17,106,44,86,62,41,0,0,0,0,0,0,7
"250214164003",18,16,32,208,33,23,22,25,0,0,0,0,6
"250214164004",111,73,57,0,11,17,0,0,0,0,0,0,6
"250214164005",39,46,51,53,43,0,0,0,0,0,0,0,7
"250214164006",98,101,62,138,0,25,19,0,0,0,0,0,6
"250214164007",43,86,30,9,0,0,0,0,0,0,0,0,7
"250214171001",27,0,50,0,0,21,60,99,23,13,19,0,2
"250214171002",19,37,56,20,0,0,28,45,0,31,0,50,2
"250214171003",47,0,27,26,12,0,191,22,0,0,0,0,2
"250214171004",19,192,39,38,47,0,16,48,12,31,0,0,1
"250214171005",25,73,30,0,0,0,56,13,0,13,0,0,2
"250214173001",370,390,88,33,0,0,735,409,30,0,0,0,219
"250214174001",71,75,71,71,12,39,31,15,0,0,0,0,0
"250214174002",73,103,42,90,12,33,31,23,84,0,0,0,0
"250214174003",55,77,17,4,11,0,10,10,4,16,0,0,0
"250214175011",18,37,91,68,0,13,14,34,0,0,116,0,0
"250214175012",73,72,241,44,29,46,27,12,0,0,0,0,0
"250214175013",84,91,17,0,28,0,189,95,77,56,0,0,0
"250214175014",14,77,106,0,23,0,36,74,0,53,76,0,0
"250214175021",102,97,88,43,14,35,226,117,0,26,0,0,3
"250214175022",28,40,19,0,0,0,173,218,11,29,14,0,2
"250214175023",95,0,11,0,29,33,29,34,22,0,0,0,2
"250214175024",110,141,39,33,26,49,84,100,0,39,15,0,2
"250214176011",90,116,30,33,0,4,0,8,0,0,0,0,100
"250214176012",49,53,168,57,15,0,144,0,10,57,0,0,100
"250214176013",45,55,22,135,0,0,64,186,58,23,0,0,99
"250214176014",120,10,104,20,82,32,76,36,47,10,0,0,100
"250214176021",101,97,79,27,0,0,68,80,145,0,0,0,1
"250214176022",102,100,9,120,72,0,128,171,0,41,0,0,0
"250214176023",59,78,44,18,0,18,389,217,0,16,0,0,1
"250214177021",44,157,36,64,7,0,0,22,10,0,0,0,44
"250214177022",43,28,5,21,9,0,194,57,9,19,0,0,44
"250214177023",30,67,31,70,11,51,0,11,0,15,30,0,44
"250214178011",171,142,37,32,18,0,34,66,32,49,0,0,0
"250214178012",162,179,37,19,0,13,0,52,0,0,20,0,0
"250214178013",154,263,66,128,16,0,50,17,0,0,0,0,0
"250214178014",30,141,66,0,18,0,0,0,0,0,0,0,0
"250214178015",89,49,83,45,66,117,75,45,0,11,16,0,0
"250214178021",62,117,43,60,0,43,61,75,72,26,0,11,1
"250214178022",55,39,35,44,0,0,201,153,21,28,9,20,0
"250214179011",312,84,131,0,0,0,323,356,45,0,0,0,25
"250214179012",190,0,85,22,8,0,158,189,131,0,0,0,26
"250214179013",49,20,43,24,0,0,230,42,0,13,0,0,26
"250214179014",0,0,0,34,0,0,102,179,91,0,0,0,25
"250214179015",37,0,0,39,0,0,922,41,0,18,0,0,26
"250214179021",31,26,39,5,8,62,130,148,83,0,0,47,19
"250214179022",109,76,25,36,26,0,93,196,94,17,0,0,18
"250214179023",47,46,39,72,28,0,18,82,0,49,0,0,18
"250214180021",46,118,44,139,14,0,55,92,157,27,0,0,21
"250214180022",73,27,31,0,4,0,104,31,95,0,0,0,20
"250214180023",0,95,40,21,0,0,128,152,47,0,0,0,21
"250214180024",85,26,25,110,35,0,480,230,293,223,45,0,20
"250214180031",24,114,21,18,31,21,231,254,28,20,0,0,0
"250214180041",3,23,7,12,60,24,153,223,17,0,0,0,4
"250214180042",25,51,16,21,48,0,198,238,108,85,0,0,4
"250214180043",122,103,59,87,23,37,120,146,46,90,40,0,4
"250214181011",139,166,299,145,0,0,116,85,16,71,0,0,4
"250214181012",32,51,46,52,0,0,122,28,18,0,0,0,5
"250214181013",49,33,43,45,0,9,289,47,51,12,0,0,5
"250214181021",43,29,70,0,43,0,133,47,20,0,0,0,7
"250214181022",88,75,52,9,0,44,134,439,78,51,0,14,6
