"geoid","gq_pop"
"25021416101",117
"25021416102",1427
"25021416200",24
"25021416300",10
"25021416400",45
"25021417100",9
"25021417300",219
"25021417400",0
"25021417501",0
"25021417502",9
"25021417601",399
"25021417602",2
"25021417702",132
"25021417801",0
"25021417802",1
"25021417901",128
"25021417902",55
"25021418002",82
"25021418003",0
"25021418004",12
"25021418101",14
"25021418102",13
