"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"120030401011",162,508,263,113,146,215,0,0,42,6,0,62,110
"120030401012",88,23,274,159,96,49,0,27,0,0,0,0,110
"120030401013",163,68,0,0,0,0,115,11,68,0,0,0,111
"120030401021",34,133,135,0,55,0,0,29,33,0,0,0,166
"120030401022",102,30,209,0,18,24,53,34,43,0,0,144,166
"120030401023",61,173,67,47,39,11,10,8,121,0,0,0,166
"120030401024",172,422,141,163,0,107,53,61,0,0,0,0,167
"120030402011",148,112,108,177,0,25,0,0,43,115,0,0,529
"120030402012",120,10,51,0,21,0,0,0,0,0,0,0,529
"120030402013",21,278,94,42,23,0,0,13,0,0,0,0,530
"120030402021",106,278,96,15,25,0,11,55,54,6,56,5,0
"120030402022",182,443,236,153,138,94,20,0,0,0,0,0,0
"120890501021",344,150,0,0,0,0,66,13,0,0,0,0,4
"120890501022",44,56,47,0,0,0,13,43,0,0,0,0,3
"120890502011",90,333,101,34,0,0,91,44,0,0,0,0,10
"120890502012",48,335,46,8,0,3,6,0,0,0,0,0,10
"120890502031",249,234,8,9,0,0,0,21,0,0,0,0,0
"120890502032",363,758,28,82,0,0,96,74,57,0,0,0,0
"120890505041",99,152,205,0,0,0,16,1,0,21,0,0,0
"120890505042",33,204,259,96,90,89,0,0,0,0,0,0,0
