"geoid","0","1","2","3+","GQ"
"12003040101",597,729,971,361,331
"12003040102",716,740,840,436,665
"12003040201",598,573,439,192,1588
"12003040202",546,685,579,163,0
"12089050102",744,477,254,84,7
"12089050201",693,376,60,10,20
"12089050203",1210,526,201,42,0
"12089050504",426,704,489,200,0
"12089990000",0,0,0,0,0
