"geoid","MC","NS","SM","NF","GQ"
"12003040101",1576,382,528,172,331
"12003040102",1423,486,485,338,665
"12003040201",963,350,317,172,1588
"12003040202",1464,130,319,60,0
"12089050102",734,26,720,79,7
"12089050201",869,0,235,35,20
"12089050203",1062,141,708,68,0
"12089050504",1028,395,339,57,0
"12089990000",0,0,0,0,0
