"geoid","age<15","<=25K","26-50K","51-75K",">75K"
"12003040101",3256,1702,1818,1117,1029
"12003040102",2339,2524,1234,986,1017
"12003040201",2231,1564,1318,598,345
"12003040202",1780,950,982,836,1029
"12089050102",275,590,601,579,881
"12089050201",171,410,271,289,1052
"12089050203",215,812,560,414,1381
"12089050504",1661,1163,866,560,710
"12089990000",0,0,0,0,0
