"geoid","Male.<18","Male.18-35","Male.36-50","Male.51-70","Male.>70","Female.<18","Female.18-35","Female.36-50","Female.51-70","Female.>70"
"12003040101",1655,992,829,782,297,1035,763,954,859,284
"12003040102",1243,1276,673,661,440,506,993,711,981,571
"12003040201",540,808,1200,970,280,716,385,517,653,369
"12003040202",512,516,409,1018,225,688,533,415,893,278
"12089050102",200,40,194,652,272,89,172,235,717,341
"12089050201",28,45,16,362,593,104,144,45,410,610
"12089050203",70,73,111,616,683,95,100,169,893,759
"12089050504",727,614,368,649,134,509,416,338,866,227
"12089990000",0,0,0,0,0,0,0,0,0,0
