"geoid","gq_pop"
"04013040502",113
"04013040515",2
"04013040516",0
"04013050603",11
"04013050604",104
"04013050609",0
"04013050611",0
"04013050701",0
"04013050702",9
"04013723304",7
"04013723305",37
"04013723306",6370
"04013940700",0
"04013941000",14
"04013941100",0
"04013980100",0
