"geoid","MC","NS","SM","NF","GQ"
"48201421000",718,52,218,57,24
"48201421101",169,218,878,255,0
"48201421401",261,581,341,143,5
"48201421402",465,479,242,76,0
"48201421403",324,652,321,181,2
"48201432600",335,251,234,32,0
"48201432901",461,358,228,146,9
"48201433003",335,927,596,197,0
