"geoid","Owned.<25K","Owned.26-50K","Owned.51-75K","Owned.76-100K","Owned.101-150K","Owned.>150K","Rented.<25K","Rented.26-50K","Rented.51-75K","Rented.76-100K","Rented.101-150K","Rented.>150K","GQ.GQ"
"48201421000",20,127,79,55,57,621,0,24,26,4,8,24,24
"48201421101",0,20,17,101,19,0,120,437,560,134,56,56,0
"48201421401",0,0,0,0,0,0,393,450,237,113,133,0,5
"48201421402",0,0,0,0,0,27,440,528,122,28,107,10,0
"48201421403",43,84,0,52,70,5,273,637,159,155,0,0,2
"48201432600",25,29,6,58,27,233,204,73,41,26,119,11,0
"48201432901",45,0,56,49,26,65,186,476,239,27,24,0,9
"48201433003",34,0,36,9,22,0,576,544,431,307,48,48,0
