"geoid","0","1","2","3+","GQ"
"48201421000",128,375,490,52,24
"48201421101",173,966,356,25,0
"48201421401",246,706,188,186,5
"48201421402",24,830,282,126,0
"48201421403",272,581,320,305,2
"48201432600",202,407,229,14,0
"48201432901",108,578,379,128,9
"48201433003",481,844,457,273,0
