"geoid","age<15","<=25K","26-50K","51-75K",">75K"
"48201421000",1072,429,407,166,1035
"48201421101",702,543,807,465,272
"48201421401",1164,1098,769,230,23
"48201421402",1553,1065,619,159,61
"48201421403",1747,1652,1016,56,33
"48201432600",886,543,210,129,534
"48201432901",1167,1198,601,281,71
"48201433003",2369,1763,1139,199,307
