"geoid","gq_pop"
"25017322100",4
"25017322200",19
"25017322300",47
"25017322400",0
"25017324101",130
"25017324102",22
"25017361100",228
"25017361200",646
"25017361300",330
"25017362100",6
"25017363103",0
"25017363104",33
"25017363201",5
"25017363202",5
"25017364101",10
"25017364102",31
"25017365100",4
"25017365201",73
"25017365202",109
"25017388100",0
"25017980000",0
"25027715100",9
