"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"250173221001",112,171,66,69,10,35,0,0,0,0,0,0,1
"250173221002",34,56,75,116,16,35,0,0,0,0,0,0,1
"250173221003",64,143,63,89,20,0,0,0,0,0,0,0,1
"250173221004",60,141,95,22,86,20,11,0,0,0,0,0,1
"250173222001",166,269,156,30,0,8,79,210,99,51,0,0,9
"250173222002",107,375,87,123,67,0,167,0,0,16,0,0,10
"250173223001",116,197,74,75,0,0,116,44,14,34,18,0,16
"250173223002",206,266,55,47,6,0,44,64,0,25,0,0,16
"250173223003",139,46,52,77,0,0,67,126,34,0,0,0,15
"250173224001",49,176,131,106,24,0,15,68,23,12,0,0,0
"250173224002",244,119,13,28,10,0,201,164,57,56,68,0,0
"250173224003",53,210,84,84,21,0,0,0,15,0,0,0,0
"250173241011",132,231,227,154,25,0,58,28,28,0,0,0,44
"250173241012",102,76,80,76,42,13,129,0,0,0,0,0,43
"250173241013",70,191,176,210,17,25,34,40,0,0,0,0,43
"250173241021",53,70,57,39,28,0,0,0,10,0,0,0,8
"250173241022",138,246,161,235,60,65,6,65,66,11,0,0,7
"250173241023",0,124,14,35,10,0,78,25,32,12,0,0,7
"250173611001",15,84,107,67,24,23,92,52,0,0,0,0,46
"250173611002",82,83,57,108,46,13,28,75,0,0,0,0,46
"250173611003",144,95,44,20,13,0,36,17,0,0,0,0,45
"250173611004",104,98,124,11,8,0,158,19,0,0,0,0,46
"250173611005",18,129,36,39,13,8,51,0,0,34,0,0,45
"250173612001",68,144,37,37,0,13,152,94,73,72,0,18,216
"250173612002",27,58,70,130,15,0,17,0,0,0,0,0,215
"250173612003",0,0,0,0,0,0,0,0,0,0,0,0,215
"250173613001",40,301,0,115,49,25,18,0,0,0,0,0,66
"250173613002",44,179,85,62,0,0,41,20,0,15,0,14,66
"250173613003",70,18,50,180,0,0,40,0,16,22,0,0,66
"250173613004",63,142,80,98,61,0,0,0,9,0,0,0,66
"250173613005",29,82,0,209,0,0,15,0,0,0,0,0,66
"250173621001",51,311,175,211,68,50,4,9,0,6,0,0,3
"250173621002",110,270,119,178,114,6,82,12,0,0,0,0,3
"250173631031",215,261,116,190,16,8,115,0,0,0,0,0,0
"250173631032",46,161,95,73,20,0,9,7,0,0,0,0,0
"250173631041",179,173,202,211,16,0,221,24,48,0,7,0,9
"250173631042",38,79,67,152,29,13,0,15,0,0,0,0,8
"250173631043",192,130,130,17,0,73,21,49,8,44,0,0,8
"250173631044",21,59,69,35,53,23,0,0,0,0,0,0,8
"250173632011",5,150,66,33,30,0,112,68,16,0,0,0,1
"250173632012",70,155,70,178,46,12,0,0,0,0,0,0,2
"250173632013",31,71,98,59,9,0,10,3,0,0,0,0,2
"250173632021",28,111,17,65,61,0,28,8,0,0,0,0,2
"250173632022",25,179,89,81,28,28,13,47,13,11,0,0,2
"250173632023",83,143,222,104,0,0,7,21,4,0,0,0,1
"250173641011",150,342,17,179,18,0,107,80,49,42,0,0,4
"250173641012",69,233,78,20,0,0,188,59,0,0,0,0,3
"250173641013",150,388,189,108,77,20,0,39,0,0,0,0,3
"250173641021",122,70,62,38,0,0,109,48,58,0,0,0,8
"250173641022",122,254,47,97,0,0,54,0,23,19,0,0,7
"250173641023",151,60,137,79,0,0,12,24,0,0,0,0,8
"250173641024",33,187,79,40,0,0,226,43,25,0,0,0,8
"250173651001",49,167,69,198,0,36,19,53,0,0,0,0,1
"250173651002",0,173,122,244,0,43,0,0,0,0,0,0,1
"250173651003",15,216,224,185,147,70,0,17,0,0,0,0,1
"250173651004",98,164,24,77,54,16,8,23,0,12,0,0,1
"250173652011",57,340,188,73,181,47,43,13,0,0,0,0,19
"250173652012",59,145,88,42,0,0,0,0,12,0,0,0,18
"250173652013",15,74,83,95,45,0,0,0,0,0,0,0,18
"250173652014",0,133,60,111,75,0,13,13,0,0,0,0,18
"250173652021",101,215,56,81,95,39,209,129,44,8,0,0,36
"250173652022",43,122,132,113,6,14,0,0,0,0,0,0,37
"250173652023",16,118,76,113,12,9,0,0,0,0,0,0,36
"250173881001",198,341,99,176,12,24,0,38,0,21,0,0,0
"250173881002",81,93,118,333,24,0,97,217,12,0,0,0,0
"250173881003",102,42,15,15,0,0,78,118,25,0,0,0,0
"250179800001",0,0,0,0,0,0,0,0,0,0,0,0,0
"250277151001",105,235,199,227,112,5,10,42,0,0,0,0,5
"250277151002",29,157,41,82,53,0,18,9,0,0,0,0,4
