"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"560130001001",146,156,77,34,24,0,195,202,15,62,0,0,119
"560130001002",218,200,34,23,18,45,26,50,54,0,0,5,120
"560130002001",135,157,49,9,45,23,157,42,36,40,0,0,3
"560130002002",157,268,111,36,98,0,52,15,0,11,8,0,2
"560130004001",101,132,11,5,0,0,54,46,7,0,0,0,36
"560139401001",146,93,11,14,12,17,28,19,11,4,4,0,15
"560139401002",64,37,27,14,13,7,19,20,22,26,6,5,14
"560139401003",101,24,35,29,58,40,5,35,11,12,18,23,15
"560139402011",63,124,44,44,27,4,14,14,7,0,12,5,10
"560139402012",165,281,37,76,20,31,27,19,16,0,0,0,9
"560139402013",84,171,66,42,64,36,78,12,64,4,0,0,9
"560139402021",44,118,22,24,20,34,5,11,9,10,10,16,1
"560139402022",94,185,80,57,23,23,10,4,0,0,2,3,2
"560139402023",56,58,31,32,24,43,17,27,8,20,13,12,1
"560139402024",66,66,44,24,9,13,6,8,5,2,0,68,1
"560139404001",52,110,30,15,31,0,154,48,0,60,30,17,34
"560139404002",58,163,51,42,10,0,38,17,0,0,0,0,33
"560139404003",117,73,57,48,0,0,59,0,1,0,0,0,34
"560139404004",64,184,21,88,0,21,148,37,27,0,0,4,34
"560139404005",36,145,31,0,29,26,12,9,29,50,0,0,34
"560139405001",32,89,3,32,0,22,83,37,18,6,8,34,4
"560139405002",26,75,35,0,26,13,107,41,18,32,0,0,4
"560139405003",53,52,23,8,0,0,176,27,48,0,0,0,4
"560179678001",183,223,24,39,29,0,31,115,97,12,0,0,34
"560179678002",121,121,63,81,42,0,53,0,0,0,35,0,34
"560179679001",54,140,65,29,14,13,6,75,12,0,6,0,12
"560179679002",73,126,73,31,10,1,121,19,3,0,0,0,12
"560350001011",101,332,47,19,0,22,32,0,10,7,11,0,2
"560350001012",82,115,74,13,22,5,71,42,15,50,3,5,2
"560379705001",183,101,43,0,18,0,0,12,19,25,0,0,0
"560379705002",138,130,25,106,123,0,45,43,0,77,91,0,0
"560379706011",0,78,19,35,0,0,0,135,8,33,0,0,21
"560379706012",262,67,18,85,13,0,73,5,10,0,0,0,21
"560379706013",8,147,0,91,0,0,60,0,10,42,0,0,21
"560379706014",161,165,29,71,7,2,10,37,19,13,28,0,21
"560379706021",26,72,35,56,26,40,16,0,15,0,7,0,0
"560379706022",157,113,41,95,0,5,0,9,0,0,0,0,0
"560379706023",56,72,32,87,39,12,0,11,0,7,0,26,0
"560379707001",104,182,96,16,24,13,117,43,0,10,0,0,21
"560379707002",60,119,67,23,0,12,0,41,0,0,0,0,21
"560379707003",67,209,38,35,62,0,187,27,0,21,0,0,21
"560379708001",89,96,17,58,0,0,207,44,0,0,0,0,5
"560379708002",526,76,44,80,36,0,44,21,78,86,0,0,5
"560379708003",65,95,0,0,0,0,168,42,22,0,0,0,6
"560379708004",64,78,79,40,38,6,32,26,0,0,0,0,5
"560379709021",72,155,26,134,18,0,108,0,0,33,0,8,26
"560379709022",36,54,117,26,36,8,217,174,62,0,0,0,27
"560379709023",193,79,151,56,88,28,0,26,0,86,0,0,26
"560379709031",92,77,30,22,34,12,19,11,22,47,0,0,106
"560379709032",54,62,16,63,72,6,104,139,39,17,51,9,105
"560379710001",86,65,57,8,0,17,115,58,30,16,9,0,0
"560379710002",112,33,17,15,31,0,0,5,0,12,0,0,0
"560379711001",67,224,20,28,0,0,57,11,9,0,0,30,19
"560379711002",35,66,14,36,13,13,7,0,43,0,0,0,20
"560379711003",166,255,16,24,0,38,36,0,0,20,0,0,19
"560379712001",435,143,29,35,0,8,41,25,0,0,0,0,0
"560379712002",90,138,100,29,25,18,0,0,0,0,38,0,0
"560379716001",78,147,8,21,39,42,52,47,0,40,0,0,1
"560379716002",29,85,48,8,2,0,13,30,4,0,0,9,0
