"geoid","gq_pop"
"56013000100",239
"56013000200",5
"56013000400",36
"56013940100",44
"56013940201",28
"56013940202",5
"56013940400",169
"56013940500",12
"56017967800",68
"56017967900",24
"56035000101",4
"56037970500",0
"56037970601",84
"56037970602",0
"56037970700",63
"56037970800",21
"56037970902",79
"56037970903",211
"56037971000",0
"56037971100",58
"56037971200",0
"56037971600",1
