"geoid","gq_pop"
"56001962700",0
"56001962800",186
"56001962900",0
"56001963000",55
"56001963400",35
"56001963500",2159
"56001963600",78
"56001963700",61
"56001963900",3
"56021000200",9
"56021000300",8
"56021000401",8
"56021000800",0
"56021000900",0
"56021001000",1
"56021001100",536
"56021001200",5
"56021001401",39
"56021001402",146
"56021001501",2
"56021001502",5
"56021001901",2
"56021001902",0
"56021980801",0
