"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"560050002001",62,301,103,171,22,10,51,101,0,15,0,0,48
"560050002002",0,100,61,94,18,0,0,91,97,18,0,0,48
"560050002003",148,595,35,142,14,7,0,44,0,0,0,0,48
"560050002004",140,131,100,103,0,81,107,39,0,0,15,19,48
"560050003001",21,61,36,84,0,0,63,0,115,0,0,0,0
"560050003002",70,239,22,0,0,0,62,63,94,0,19,0,0
"560050003003",73,353,170,149,0,0,19,44,12,0,0,0,0
"560050003004",35,30,0,40,0,0,0,0,74,47,0,31,0
"560050004001",98,127,42,17,21,0,43,56,78,0,0,0,21
"560050004002",56,150,0,13,0,0,76,6,28,0,0,13,21
"560050004003",84,128,42,73,0,0,72,9,0,0,0,0,21
"560050004004",30,75,0,0,0,0,70,14,0,78,0,0,21
"560050005001",98,115,18,101,38,30,0,7,0,0,0,0,51
"560050005002",155,207,198,162,17,101,96,0,0,0,0,0,51
"560050005003",53,137,100,83,47,19,60,0,0,0,0,0,52
"560050006001",155,114,51,99,41,0,180,0,18,0,0,0,37
"560050006002",168,294,325,59,54,0,246,70,123,0,0,0,37
"560050006003",62,195,24,0,0,22,249,31,0,0,0,0,37
"560119502001",102,178,23,91,21,16,24,15,15,12,0,0,0
"560119502002",0,187,0,13,6,0,0,0,68,0,0,0,0
"560119502003",108,98,128,11,43,58,71,9,9,0,0,0,0
"560119503001",112,104,45,83,24,0,22,38,33,0,0,0,23
"560119503002",94,238,2,28,38,0,103,165,30,0,0,0,22
"560159577001",84,140,103,27,12,33,16,11,0,9,8,0,1
"560159577002",49,168,44,36,5,0,41,47,9,0,8,0,2
"560159578001",38,41,10,18,21,0,221,82,0,0,0,0,68
"560159578002",127,161,7,36,34,8,54,28,47,0,0,44,67
"560159578003",107,188,25,43,12,5,20,60,28,0,0,0,67
"560159579001",186,153,72,73,36,0,46,54,0,8,0,0,161
"560159579002",183,190,121,12,12,12,119,29,13,0,0,0,162
"560159579003",62,5,0,8,25,0,15,10,0,0,0,0,161
"560159579004",51,28,7,34,0,0,45,35,10,19,60,0,162
"560159580001",14,49,22,44,0,29,8,45,0,0,0,0,37
"560159580002",28,205,22,36,34,14,19,16,0,0,0,0,37
"560159580003",183,141,27,95,4,9,21,15,58,13,1,0,38
"560199551001",68,276,6,51,25,0,11,6,15,0,0,0,1
"560279572001",138,245,19,66,24,0,52,29,2,10,0,0,107
"560279572002",85,130,27,0,0,0,245,69,6,0,41,0,107
"560319591001",143,214,34,24,33,24,36,21,1,58,0,0,2
"560319591002",152,99,57,25,3,2,17,27,15,8,15,0,1
"560430002001",142,123,23,41,0,0,0,0,0,13,0,21,19
"560430002002",68,124,35,6,0,42,42,44,0,6,0,0,18
"560430002003",62,136,36,17,7,3,54,37,8,12,3,3,19
"560430003011",130,65,9,27,27,2,85,0,9,0,0,0,7
"560430003012",58,29,24,65,35,8,31,28,0,0,0,0,8
"560430003013",67,67,27,18,3,32,126,7,23,0,0,0,8
"560430003021",93,230,59,28,22,23,106,53,36,0,0,0,41
"560430003022",108,100,25,36,12,45,55,7,0,24,0,0,40
"560459511001",148,303,53,16,8,8,66,7,0,45,0,0,130
"560459511002",127,347,61,61,55,10,8,15,0,0,0,0,131
"560459513001",96,126,22,34,31,17,46,39,0,0,0,0,39
"560459513002",132,152,36,68,0,47,84,15,9,0,0,0,38
"560459513003",185,197,26,49,41,17,41,0,0,0,0,0,38
