"geoid","gq_pop"
"56005000200",192
"56005000300",0
"56005000400",84
"56005000500",154
"56005000600",111
"56011950200",0
"56011950300",45
"56015957700",3
"56015957800",202
"56015957900",646
"56015958000",112
"56019955100",1
"56027957200",214
"56031959100",3
"56043000200",56
"56043000301",23
"56043000302",81
"56045951100",261
"56045951300",115
