"geoid","gq_pop"
"12031014311",48
"12031014500",9
"12031014601",0
"12031014603",0
"12031014604",39
"12031014702",2
"12031014800",1656
"12031014901",0
"12031014902",0
"12031015001",0
"12031015002",1
"12031015100",23
"12031015200",0
"12031015300",0
"12031015400",29
"12031015501",132
"12031015502",103
"12031015600",14
