"geoid","gq_pop"
"13039010100",0
"13039010302",0
"13039010403",0
"13039010500",1498
"13039010602",4
"13039990000",0
"13127000101",0
"13127000403",0
"13127000501",228
"13127000503",5
"13127000504",2
"13127000800",150
"13127000900",11
"13127990000",0
"13191110300",63
"13191980000",0
"13191990000",0
