"geoid","Owned.1","Owned.2","Owned.3","Owned.4","Owned.5","Owned.6+","Rented.1","Rented.2","Rented.3","Rented.4","Rented.5","Rented.6+","GQ.GQ"
"130390101001",57,102,56,0,61,16,0,8,12,0,0,0,0
"130390101002",97,401,34,95,10,0,0,11,0,0,0,0,0
"130390103021",8,28,8,52,0,14,134,19,43,19,0,0,0
"130390103022",12,95,34,0,6,0,0,32,0,0,0,0,0
"130390103023",58,331,179,127,29,51,294,0,0,0,48,0,0
"130390104031",56,297,71,146,61,0,15,0,0,18,0,0,0
"130390105001",0,0,0,0,0,0,157,114,110,90,56,11,1498
"130390106021",132,167,102,65,9,20,27,1,20,4,30,0,4
"131270001011",46,141,32,0,0,0,88,0,5,0,0,0,0
"131270001012",176,120,3,4,0,0,11,0,0,0,0,0,0
"131270004031",131,271,41,67,99,5,36,12,0,0,0,0,0
"131270004032",87,233,26,88,8,0,41,75,43,10,0,0,0
"131270005011",75,0,0,32,0,0,25,47,62,23,0,0,76
"131270005012",198,140,101,13,10,28,103,64,13,0,0,0,76
"131270005013",11,38,32,0,0,0,78,54,0,16,0,0,76
"131270005031",15,56,29,26,0,0,119,130,87,0,0,0,2
"131270005032",1,11,22,15,0,0,332,159,75,5,0,0,1
"131270005033",177,98,70,0,12,0,125,202,114,9,57,58,2
"131270005041",114,84,33,0,0,15,85,0,0,239,0,0,1
"131270005042",129,55,66,81,0,0,0,0,0,0,0,0,0
"131270005043",7,4,15,0,0,0,420,196,35,0,109,0,1
"131270008001",19,0,0,0,0,0,0,13,31,0,0,0,37
"131270008002",48,49,36,0,0,30,65,46,133,41,29,0,38
"131270008003",0,84,0,0,0,0,39,9,14,50,98,0,37
"131270008004",54,22,30,0,0,0,41,152,120,15,0,0,38
"131270009001",105,14,6,15,18,1,54,20,55,0,0,0,2
"131270009002",13,38,0,0,0,0,231,32,0,0,0,0,2
"131270009003",94,83,33,0,0,0,45,56,15,13,0,0,3
"131270009004",170,59,26,8,0,0,26,8,67,0,0,0,2
"131270009005",236,19,126,0,0,0,149,32,0,0,0,155,2
"131911103001",63,144,11,27,0,14,10,43,35,25,0,0,21
"131911103002",95,204,42,38,14,0,48,74,0,0,0,0,21
"131911103003",47,75,81,0,0,20,23,16,0,0,0,0,21
"131919800001",0,0,0,0,0,0,0,0,0,0,0,0,0
