"geoid","gq_pop"
"48157670101",0
"48157670102",0
"48157670300",0
"48157670400",23
"48157670500",14
"48157670602",0
"48157671001",96
"48157671002",8
"48157671200",36
"48157671501",260
"48157671502",0
