"geoid","MC","NS","SM","NF","GQ"
"48157670101",595,914,355,110,0
"48157670102",396,353,290,121,0
"48157670300",533,348,330,95,0
"48157670400",624,417,567,38,23
"48157670500",912,542,196,83,14
"48157670602",247,218,222,0,0
"48157671001",955,522,597,72,96
"48157671002",1092,610,514,51,8
"48157671200",1115,446,296,58,36
"48157671501",1715,352,523,103,260
"48157671502",342,81,98,34,0
