"geoid","0","1","2","3+","GQ"
"48157670101",469,557,631,317,0
"48157670102",273,481,295,111,0
"48157670300",459,486,187,174,0
"48157670400",402,601,483,160,23
"48157670500",238,850,451,194,14
"48157670602",255,245,150,37,0
"48157671001",663,811,591,81,96
"48157671002",609,827,579,252,8
"48157671200",161,724,715,315,36
"48157671501",824,746,986,137,260
"48157671502",115,147,168,125,0
