"geoid","age<15","<=25K","26-50K","51-75K",">75K"
"48157670101",2078,1964,1398,459,588
"48157670102",869,981,694,345,223
"48157670300",1142,1000,696,433,273
"48157670400",1300,971,831,826,493
"48157670500",1923,984,867,1102,729
"48157670602",577,570,375,201,41
"48157671001",1129,1200,1179,698,914
"48157671002",1393,1610,1394,851,748
"48157671200",1885,1178,1320,955,501
"48157671501",1939,2171,938,495,1538
"48157671502",312,414,300,192,289
