"geoid","gq_pop"
"06037900102",33
"06037900103",12
"06037900104",19
"06037901209",21
"06037901210",0
"06037910002",0
"06037910804",0
"06037910808",2
"06037910810",0
"06037911001",36
"06037920015",7
"06037920016",0
"06037920020",19
"06037920102",123
"06037920104",0
"06037920106",0
"06037920116",0
"06037920118",0
"06037920119",0
"06037920200",3604
"06037920303",0
"06037920326",0
"06037920338",0
"06037920339",0
"06037980003",0
