"geoid","gq_pop"
"56007967600",460
"56007967700",51
"56007967800",50
"56007968000",25
"56007968100",0
"56009956400",86
"56009956500",0
"56009956600",0
"56009956700",0
"56025000200",153
"56025000300",62
"56025000400",0
"56025000501",109
"56025000502",8
"56025000700",1
"56025000800",0
"56025000901",3
"56025000902",463
"56025001000",207
"56025001100",2
"56025001200",123
"56025001401",3
"56025001602",0
"56025001603",0
"56025001700",0
