"geoid","gq_pop"
"04013107102",1
"04013107201",5463
"04013109001",95
"04013109101",2
"04013109102",0
"04013109200",0
"04013109300",5
"04013109900",7
"04013110001",0
"04013110002",0
"04013110100",0
"04013112100",2
"04013112201",16
"04013112202",113
"04013112301",0
"04013112302",0
"04013112401",0
"04013112402",0
"04013112507",0
"04013112601",0
"04013116900",463
