"geoid","gq_pop"
"06037404703",0
"06037407001",0
"06037407002",46
"06037407101",14
"06037407102",26
"06037407301",19
"06037407302",0
"06037407501",16
"06037407502",8
"06037407601",0
"06037407602",0
"06037407701",2
"06037407702",18
"06037407801",20
"06037407802",18
"06037408301",185
"06037408302",0
"06037408303",0
"06037434004",0
